FSHBSTCLPN,obstacle_name,BSTCLNM,gazetted_name,GZTTDNM,UTM_ZONE,TMSTNG,TMNRTHNG,utm_zone,utm_easting,utm_northing,last_updated,geometry
25273,Cascade,BEAVER DAM,SCOTIA RIVER,TEPEE CREEK,11,607542,5459497,9,464014,5991356,2021-02-11,"c(607541.999966335, 5459496.99969254, 0)"
25296,Falls,Cascade,NA,ELK RIVER,11,638214,5460279,9,577801,5910117,2021-02-11,"c(638213.999588431, 5460279.00043597, 0)"
25327,Canyon,Culvert,EFFINGHAM RIVER,SEYMOUR CREEK,11,398133,5697417,10,337528,5442290,2021-02-11,"c(398133.000296005, 5697416.99950897, 0)"
27115,Falls,Dam,ROARING RIVER,JEDWAY CREEK,9,348996,5795742,10,643185,5838241,2021-02-11,"c(-466871.501880453, 5889176.27688915, 0)"
25363,Falls,BEAVER DAM,NA,TEPEE CREEK,11,610297,5458226,10,436111,5391499,2021-02-11,"c(610296.99985219, 5458226.00011905, 0)"
25390,Falls,Persistent debris; present for several years,COLQUITZ RIVER,NA,10,350550,5568423,10,470390,5371122,2021-02-11,"c(-76879.1749954607, 5597752.42095332, 0)"
25990,Log jam,Log jam,FRY CREEK,SUTTON MILL CREEK,10,295953,5454109,11,510251,5544739,2021-02-11,"c(-140727.96504081, 5487724.80395741, 0)"
26594,Log jam,Cascade,ST. MARY CREEK,CAYUSE CREEK,9,602757,5576352,9,548054,5622305,2021-02-11,"c(-250534.836252137, 5628850.51911564, 0)"
27281,Falls,Falls,ASH RIVER,NA,9,598923,5736676,10,354160,5472651,2021-02-11,"c(-228069.775266622, 5788707.2969446, 0)"
27288,Culvert,Falls,NA,PILLCHUCK CREEK,10,484144,5526725,9,442536,6291072,2021-02-11,"c(53335.180487244, 5545280.84766268, 0)"
32230,Cascade,Canyon,NA,DUCETTE CREEK,10,494585,6196690,10,709448,5517929,2021-02-11,"c(119829.85726082, 6213436.49775548, 0)"
32503,Log jam,Falls,MANN CREEK,LORNE CREEK,9,533272,6082310,10,683048,5730856,2021-02-11,"c(-234817.42353616, 6142749.94166305, 0)"
32639,Culvert,Cascade,NA,NA,10,323686,5445509,10,574151,6112718,2021-02-11,"c(-113648.200072082, 5476899.55676207, 0)"
32757,Culvert,Culvert,NA,CAMPBELL RIVER,10,520966,5430381,10,532888,6260448,2021-02-11,"c(82436.1533088936, 5446083.88517634, 0)"
33065,Cascade,Rocks,NA,KLEANZA CREEK,9,540454,6050040,10,347198,6157154,2021-02-11,"c(-233245.725404455, 6109509.24555175, 0)"
33067,Log jam,Cascade,NA,KLEANZA CREEK,9,541277,6049520,10,347198,6157154,2021-02-11,"c(-232518.741641591, 6108852.18109208, 0)"
33068,Cascade,Rocks,NA,KLEANZA CREEK,9,542469,6048575,10,347198,6157154,2021-02-11,"c(-231498.747721526, 6107710.26667832, 0)"
33070,Cascade,Rocks,NA,KLEANZA CREEK,9,543721,6047641,10,347198,6157154,2021-02-11,"c(-230417.355015915, 6106569.00823331, 0)"
33071,Cascade,Logs,NA,KLEANZA CREEK,9,556744,6047796,10,347198,6157154,2021-02-11,"c(-217476.260481048, 6104487.81486386, 0)"
33156,Cascade,Rocks,HARRIS CREEK,KLOIYA RIVER,9,423303,6011835,10,405975,5381699,2021-02-11,"c(-356139.997508317, 6091691.59411559, 0)"
33158,Falls,Dam,LOUP CREEK,KLOIYA RIVER,9,424121,6011752,10,394720,5392069,2021-02-11,"c(-355341.004008012, 6091468.55322859, 0)"
33390,Persistent debris; present for several years,Culvert,CLAYOQUOT RIVER,NA,9,474421,6218308,10,318926,5459458,2021-02-11,"c(-269561.324326682, 6287863.53029175, 0)"
33391,Falls,Velocity Barrier,CLAYOQUOT RIVER,NA,9,474424,6218321,10,318974,5460622,2021-02-11,"c(-269556.072231514, 6287875.90068123, 0)"
34046,Rocks,Rocks,HUNAECHIN CREEK,DUCETTE CREEK,10,494585,6196690,10,433388,5565540,2021-02-11,"c(119829.85726082, 6213436.49775548, 0)"
34295,Rocks,Beaver Dam,SOUTHGATE RIVER,TEPEE CREEK,11,610830,5457968,10,404403,5650418,2021-02-11,"c(610830.000199634, 5457967.99949593, 0)"
34296,Rocks,Beaver Dam,SOUTHGATE RIVER,TEPEE CREEK,11,607897,5459368,10,406932,5657955,2021-02-11,"c(607896.999587108, 5459367.99963286, 0)"
34410,Beaver Dam,Rocks,LINKLATER CREEK,NA,10,640460,6032325,11,626932,5434871,2021-02-11,"c(251195.72830664, 6036943.19442763, 0)"
35185,Rocks,Cascade,SNIPPAKER CREEK,ELK RIVER,11,638809,5458454,9,393975,6269208,2021-02-11,"c(638809.000113538, 5458453.99980022, 0)"
35186,Cascade,Cascade,MISINCHINKA RIVER,ELK RIVER,11,638704,5458883,10,526617,6132510,2021-02-11,"c(638704.000396663, 5458882.99978824, 0)"
35187,Rocks,Cascade,MISINCHINKA RIVER,ELK RIVER,11,638377,5459718,10,526848,6132569,2021-02-11,"c(638376.999798067, 5459718.00001204, 0)"
35188,Rocks,Cascade,MISINCHINKA RIVER,ELK RIVER,11,638342,5460052,10,543586,6117660,2021-02-11,"c(638342.000059205, 5460052.00026365, 0)"
35189,Cascade,Rocks,NA,ELK RIVER,11,638268,5460448,11,478116,5518257,2021-02-11,"c(638267.999743382, 5460447.99959675, 0)"
35190,Falls,Rocks,NA,ELK RIVER,11,638271,5460482,9,640951,5553193,2021-02-11,"c(638271.000081179, 5460481.99992301, 0)"
35191,Canyon,Dam,KISPIOX RIVER,ELK RIVER,11,637851,5461401,9,580429,6145021,2021-02-11,"c(637851.000140547, 5461400.99995216, 0)"
35199,Rocks,Beaver Dam,KISPIOX RIVER,ELK RIVER,11,653464,5525076,9,522012,6194558,2021-02-11,"c(653464.000536822, 5525076.00042387, 0)"
35200,Rocks,Rocks,KISPIOX RIVER,ELK RIVER,11,647644,5584579,9,522168,6194663,2021-02-11,"c(647644.000066043, 5584579.00043113, 0)"
35201,Rocks,Cascade,KISPIOX RIVER,ELK RIVER,11,647556,5584654,9,522502,6194893,2021-02-11,"c(647556.000310945, 5584653.99996292, 0)"
35202,Rocks,Beaver Dam,KISPIOX RIVER,ELK RIVER,11,645271,5591556,9,522534,6195164,2021-02-11,"c(645270.999598889, 5591556.00052122, 0)"
35203,Rocks,Beaver Dam,KISPIOX RIVER,ELK RIVER,11,644418,5593625,9,522585,6195353,2021-02-11,"c(644418.000109187, 5593624.99954808, 0)"
35204,Cascade,Beaver Dam,KISPIOX RIVER,ELK RIVER,11,644038,5594312,9,522587,6195522,2021-02-11,"c(644038.000217903, 5594311.99986259, 0)"
35205,Rocks,Beaver Dam,KISPIOX RIVER,ELK RIVER,11,643185,5595453,9,522834,6195901,2021-02-11,"c(643185.000167749, 5595453.00039071, 0)"
35206,Cascade,Beaver Dam,KISPIOX RIVER,ELK RIVER,11,641725,5597888,9,522935,6197189,2021-02-11,"c(641724.999940794, 5597887.99976463, 0)"
35814,Rocks,Rocks,ALLAN CREEK,MARTIN CREEK,10,587312,6149285,10,415675,5381854,2021-02-11,"c(208230.62322011, 6158115.2552189, 0)"
35815,Falls,Rocks,THULME RIVER,MARTIN CREEK,10,587458,6148953,9,435245,6038786,2021-02-11,"c(208347.564425469, 6157771.57628289, 0)"
35816,Rocks,Rocks,NA,MARTIN CREEK,10,588018,6148662,9,547986,5975706,2021-02-11,"c(208880.894274201, 6157433.05659092, 0)"
35817,Rocks,Rocks,NA,MARTIN CREEK,10,588123,6148558,9,548123,5975670,2021-02-11,"c(208976.626982129, 6157320.28516511, 0)"
35818,Beaver Dam,Rocks,NA,MARTIN CREEK,10,589071,6147805,10,384179,5941723,2021-02-11,"c(209857.005793781, 6156487.57689429, 0)"
35819,Rocks,Rocks,THREE ARM CREEK,MARTIN CREEK,10,589182,6147807,10,416807,5381960,2021-02-11,"c(209967.867823195, 6156479.99258743, 0)"
31638,Cascade,BEAVER DAM,KWOIEK CREEK,NA,9,678995,6113360,10,599996,5552559,2021-02-11,"c(-85153.6281042432, 6148410.30826786, 0)"
31659,Falls,Rock,TABLE RIVER,LORNE CREEK,9,537074,6082539,10,567270,6073788,2021-02-11,"c(-231007.432040718, 6142321.8421067, 0)"
31674,Falls,Falls,CONUMA RIVER,KLOIYA RIVER,9,423497,6011618,9,690731,5521436,2021-02-11,"c(-355984.400470973, 6091442.5252982, 0)"
31174,Falls,Log jam,NA,ENSHESHESE RIVER,9,420564,6040704,10,359078,5440368,2021-02-11,"c(-353895.660902193, 6120862.39994228, 0)"
31220,BEAVER DAM,OTHER,MCFARLAND CREEK,MARTIN CREEK,10,591044,6144190,10,456080,5845712,2021-02-11,"c(211512.613178432, 6152712.47382283, 0)"
31221,Culvert,BEAVER DAM,MCFARLAND CREEK,MARTIN CREEK,10,591044,6144190,10,454804,5845149,2021-02-11,"c(211512.613178432, 6152712.47382283, 0)"
31222,Velocity barrier,BEAVER DAM,MCFARLAND CREEK,MARTIN CREEK,10,587203,6149494,10,460249,5844414,2021-02-11,"c(208139.963875758, 6158333.08284173, 0)"
31223,Velocity barrier,Falls,MCFARLAND CREEK,MARTIN CREEK,10,587866,6148874,10,450631,5844220,2021-02-11,"c(208747.612262052, 6157657.58553128, 0)"
31846,OTHER,Culvert,NA,NA,10,619111,5976546,10,439093,5489573,2021-02-11,"c(225175.032773746, 5983142.3535251, 0)"
31849,Culvert,Culvert,NA,NA,10,609074,5990035,10,627417,5778481,2021-02-11,"c(216308.752516394, 5997443.91341434, 0)"
31867,Rock,Culvert,CANOE PASS CREEK,NA,10,609074,5990035,10,338053,5426206,2021-02-11,"c(216308.752516394, 5997443.91341434, 0)"
30649,Culvert,BEAVER DAM,NA,NA,10,641952,5755873,10,617398,5649713,2021-02-11,"c(229514.822966696, 5761176.84850133, 0)"
30650,Falls,BEAVER DAM,NA,NA,10,641798,5755896,10,623352,5649090,2021-02-11,"c(229363.141963549, 5761212.4815693, 0)"
31287,Culvert,Culvert,NA,NA,11,473450,5551625,10,581366,6004781,2021-02-11,"c(473449.999590016, 5551625.00007698, 0)"
31930,Falls,Culvert,NA,NA,10,581306,6117462,10,522812,6266460,2021-02-11,"c(199499.011363036, 6126896.51125344, 0)"
30071,BEAVER DAM,Falls,NA,ICEFLOW CREEK,9,576846,6029993,9,600360,6013648,2021-02-11,"c(-200597.207801924, 6083393.05662722, 0)"
32032,Falls,Falls,MERRY WIDOW CREEK,MARGISON CREEK,10,426660,6466538,9,625783,5579475,2021-02-11,"c(75817.7820493261, 6488752.69669458, 0)"
30827,Log jam,Culvert,NA,LAKE CREEK,10,573405,5885203,10,687340,5742954,2021-02-11,"c(171891.397359743, 5895881.99027491, 0)"
31443,Culvert,Persistent debris; present for several years,NA,NA,11,297658,5543474,10,536271,6026263,2021-02-11,"c(297657.999634492, 5543474.0001062, 0)"
32042,Falls,Falls,NA,O.K. CREEK,9,543840,6039054,9,630730,5578678,2021-02-11,"c(-231772.627989152, 6098031.89734578, 0)"
32052,Falls,Culvert,WADY CREEK,NA,10,559652,6245304,9,623758,5588805,2021-02-11,"c(188976.837517686, 6256273.06929618, 0)"
32055,Falls,Culvert,YOOTOOK CREEK,NA,10,558840,6244190,9,617660,5584678,2021-02-11,"c(188069.839701185, 6255232.84947855, 0)"
31507,Culvert,Falls,VICTOIRE CREEK,SINKUT RIVER,10,444422,5980318,10,594201,5879682,2021-02-11,"c(51155.3622155092, 6001718.68719426, 0)"
31508,Culvert,Culvert,OLALLY CREEK,NA,9,687594,6170603,10,590860,5880971,2021-02-11,"c(-66776.2847471709, 6203524.26466577, 0)"
32130,BEAVER DAM,Culvert,NA,NA,10,664523,6065821,10,324343,6045333,2021-02-11,"c(278037.268538681, 6068278.23560501, 0)"
36876,Rocks,Cascade,PALLISER RIVER,NA,11,433284,5732431,11,596117,5595181,2021-02-11,"c(433283.999726993, 5732430.9998306, 0)"
38715,Rocks,Beaver Dam,NA,ELK RIVER,11,652743,5517131,9,592564,6041896,2021-02-11,"c(652743.000073035, 5517130.99982636, 0)"
38721,Canyon,Beaver Dam,OLIVER CREEK,ELK RIVER,11,651112,5530626,9,546079,6074753,2021-02-11,"c(651111.999685498, 5530626.00031141, 0)"
38727,Rocks,Beaver Dam,NA,ELK RIVER,11,653107,5521739,10,434608,5484412,2021-02-11,"c(653106.999571803, 5521739.00041849, 0)"
38743,Cascade,Cascade,BOISE CREEK,NA,9,601140,6187642,10,515747,5494971,2021-02-11,"c(-149342.11233854, 6235369.97822616, 0)"
37605,Rocks,Rocks,RED CANYON CREEK,ENSHESHESE RIVER,9,427393,6048842,9,562599,6074522,2021-02-11,"c(-345705.015846906, 6127774.10209034, 0)"
38793,Rocks,Beaver Dam,NA,ELK RIVER,11,643157,5595806,10,494210,6249285,2021-02-11,"c(643157.000239221, 5595805.99991732, 0)"
37672,Rocks,Rocks,NA,LORNE CREEK,9,538117,6081992,9,440512,6086479,2021-02-11,"c(-230067.365811139, 6141599.67006793, 0)"
37673,Rocks,Rocks,NA,LORNE CREEK,9,537721,6082159,9,440545,6086419,2021-02-11,"c(-230431.293708919, 6141833.51368349, 0)"
37674,Rocks,Rocks,NA,LORNE CREEK,9,536994,6082514,9,440642,6086421,2021-02-11,"c(-231091.075560874, 6142310.83496382, 0)"
37675,Rocks,Cascade,NA,LORNE CREEK,9,536700,6082432,9,440764,6086276,2021-02-11,"c(-231396.763265686, 6142280.17885665, 0)"
37676,Rocks,Rocks,NA,LORNE CREEK,9,533455,6082247,9,440887,6085869,2021-02-11,"c(-234646.789581336, 6142655.92245184, 0)"
37677,Cascade,Rocks,NA,LORNE CREEK,9,532364,6082711,9,415230,6276781,2021-02-11,"c(-235648.833048919, 6143304.13052705, 0)"
37678,Beaver Dam,Rocks,HARD CREEK,LORNE CREEK,9,532218,6082786,9,498310,6488323,2021-02-11,"c(-235780.705733409, 6143403.67792465, 0)"
37679,Beaver Dam,Rocks,HARD CREEK,LORNE CREEK,9,532085,6082790,9,497670,6489571,2021-02-11,"c(-235911.922081521, 6143430.56792525, 0)"
18796,Falls,BEAVER DAM,NARAMATA CREEK,NA,10,597390,5465748,11,315304,5496893,2021-02-11,"c(161557.963706012, 5475333.10720452, 0)"
29799,Falls,Cascade,NA,NA,10,634052,5495172,9,566489,6083264,2021-02-11,"c(200486.846171337, 5501775.84386378, 0)"
29669,Falls,Log jam,NA,NA,10,618963,5525465,9,643199,6122730,2021-02-11,"c(187853.396825665, 5533207.0829242, 0)"
256,Dam - Unknown Origin,Dam - Unknown Origin,COUSINEAU LAKE,KNOX LAKE,10,538187,5784558,10,660107,5591698,2021-02-11,"c(128354.783561364, 5798374.83893511, 0)"
15117,NA,Beaver Dam,NA,NA,10,493034,5842281,NA,NA,NA,NA,"c(88076.1438230751, 5859763.79057999, 0)"
5961,NA,Beaver Dam,NA,NA,10,493098,5842232,NA,NA,NA,NA,"c(88135.9612176322, 5859709.51402263, 0)"
1937,NA,Bridge,NA,NA,10,493000,5842259,NA,NA,NA,NA,"c(88040.3539268675, 5859744.66238766, 0)"
18645,Culvert,Falls,NA,WALIAN CREEK,10,583605,5478594,9,635300,6104200,2021-02-11,"c(148820.326470124, 5489253.06759183, 0)"
488,Irrigation District Dam,Dam - Unknown Origin,FISH LAKE,NICOLA LAKE,10,666804,5559417,11,342152,5519248,2021-02-11,"c(238301.44048193, 5563235.95987153, 0)"
237,Dam - Unknown Origin,Private Dam,GLADSTONE LAKE,NICOLA LAKE,10,666804,5559417,10,669485,5514176,2021-02-11,"c(238301.44048193, 5563235.95987153, 0)"
236,Dam - Unknown Origin,Irrigation District Dam,DAVIS LAKE,NICOLA LAKE,10,666804,5559417,10,663281,5525390,2021-02-11,"c(238301.44048193, 5563235.95987153, 0)"
23956,Culvert,Cascade,FORTUNE CREEK,HIUIHILL CREEK,11,313828,5644231,11,348188,5593614,2021-02-11,"c(313827.999699257, 5644231.00053115, 0)"
27879,Cascade,Falls,NA,NA,11,323268,5682700,9,596662,6035237,2021-02-11,"c(323267.999866065, 5682700.00006604, 0)"
27878,Falls,Culvert,NA,NA,11,323433,5682791,9,596406,6035347,2021-02-11,"c(323432.999908433, 5682790.99959812, 0)"
34207,Rocks,Cascade,JORDAN RIVER,ROSS CREEK,11,344896,5652528,11,407632,5661497,2021-02-11,"c(344896.000459825, 5652527.99978784, 0)"
554,Weir,Dam - Unknown Origin,THETIS LAKE,WOODS LAKE,11,301678,5584327,10,464873,5369133,2021-02-11,"c(301677.999784368, 5584327.0003352, 0)"
19326,Falls,Dam,PATTISON CREEK,COMMUNITY CREEK,10,705386,5645559,10,556160,5452457,2021-02-11,"c(283730.052850473, 5646001.81852156, 0)"
30112,Cascade,Cascade,SYMOND CREEK,NA,10,686847,5731382,11,557371,5652974,2021-02-11,"c(272261.517091951, 5733063.868202, 0)"
17989,Log Jam,Cascade/Chute,NA,NA,10,686683,5731422,10,480599,5930017,2021-02-11,"c(272101.322311646, 5733117.21229126, 0)"
19107,Rock,Falls,NA,RUTH REDFERN CREEK,10,664944,5778346,11,445599,5507242,2021-02-11,"c(254295.532033918, 5781687.2835732, 0)"
17041,Falls,Beaver Dams,MEAD CREEK,NA,10,479000,5711500,9,583903,5616611,2021-02-11,"c(63218.3832884821, 5730306.16589307, 0)"
16326,NA,Beaver Dams,NA,NA,10,476980,5711776,NA,NA,NA,NA,"c(61223.1698356209, 5730748.03423928, 0)"
18964,Log Jam,Falls,PLANT CREEK,PINE CREEK,10,612942,5850669,11,414063,5575898,2021-02-11,"c(208444.519380864, 5858125.50828789, 0)"
17042,Falls,Culvert,KAINS CREEK,NA,10,631856,5779120,9,590895,5617226,2021-02-11,"c(221365.718959573, 5785194.30428944, 0)"
30444,Falls,Falls,TRAPLINE CREEK,NA,10,659639,5803465,9,556147,6028411,2021-02-11,"c(251085.499890189, 5807169.95665317, 0)"
30443,Cascade,Culvert,TRAPLINE CREEK,NA,10,659639,5803465,9,556449,6028486,2021-02-11,"c(251085.499890189, 5807169.95665317, 0)"
20066,Culvert,Log jam,NA,PANTAGE CREEK,10,492566,5904441,10,564779,5714653,2021-02-11,"c(92820.0267992959, 5921872.66779227, 0)"
30766,Falls,Culvert,NILAH CREEK,SNAKING RIVER,10,480050,5857068,9,576370,6037868,2021-02-11,"c(76346.1105721823, 5875616.4370188, 0)"
30504,Culvert,Culvert,NA,SNAKING RIVER,10,472164,5858763,10,634562,5496182,2021-02-11,"c(68611.974034209, 5877969.4526087, 0)"
30503,Cascade,Culvert,NA,SNAKING RIVER,10,467693,5864873,10,634052,5495172,2021-02-11,"c(64658.169536441, 5884446.55475591, 0)"
30502,Falls,BEAVER DAM,NA,SNAKING RIVER,10,467130,5866080,10,629443,5493326,2021-02-11,"c(64196.989658711, 5885699.29580061, 0)"
30501,Falls,Log jam,NA,SNAKING RIVER,10,462875,5875456,10,631467,5491755,2021-02-11,"c(60733.2493128399, 5895421.06722136, 0)"
30500,Culvert,Culvert,NA,SNAKING RIVER,10,481116,5858340,10,631285,5491896,2021-02-11,"c(77517.1866906022, 5876797.545425, 0)"
25006,Cascade,Falls,NA,SNAKING RIVER,10,461628,5878407,9,493889,6207009,2021-02-11,"c(59735.3533538764, 5898473.29075572, 0)"
8779,NA,Beaver Dam,NA,NA,10,338260,5993534,NA,NA,NA,NA,"c(-53809.9437072298, 6023961.25814799, 0)"
23739,Rock,BEAVER DAM,SURPRISE CREEK,HAUTETE CREEK,9,669130,6135053,11,469116,5622520,2021-02-11,"c(-91173.3369834123, 6171563.64526813, 0)"
23655,Falls,BEAVER DAM,STAFFORD RIVER,HAUTETE CREEK,9,666489,6137693,10,325343,5624009,2021-02-11,"c(-93329.952913532, 6174630.26342425, 0)"
21707,Cascade,Log jam,MATHESON CREEK,NA,9,678059,6171527,11,649270,5482897,2021-02-11,"c(-76042.3953755357, 6206087.59012809, 0)"
24488,Culvert,Falls,BERTRAND CREEK,NA,9,684563,6178817,10,537062,5434933,2021-02-11,"c(-68350.7085216781, 6212168.33170777, 0)"
20251,Persistent debris; present for several years,Falls,SILVERHOPE CREEK,NA,9,687132,6179817,10,611589,5469792,2021-02-11,"c(-65638.1689455995, 6212711.94186033, 0)"
20232,OTHER,Falls,SCHOOL HOUSE BROOK,NA,9,684723,6178894,10,509607,5458056,2021-02-11,"c(-68179.2170135957, 6212216.73920756, 0)"
16846,Log Jam,Culvert,OCTOPUS CREEK,STRANDBERG CREEK,10,426101,6194555,11,425566,5509417,2021-02-11,"c(51275.9020798219, 6217258.1863267, 0)"
27626,Log jam,Cascade,NA,NA,10,326252,6262672,9,641150,5956033,2021-02-11,"c(-42522.8061942842, 6294032.02052519, 0)"
36335,Canyon,Rocks,CERVUS CREEK,WINDFALL CREEK,10,587702,6095842,10,299980,5526025,2021-02-11,"c(204020.304336957, 6104785.14782835, 0)"
18960,Falls,Falls,HEART CREEK,WINDFALL CREEK,10,587775,6096036,11,422875,5523556,2021-02-11,"c(204109.754582251, 6104972.35888807, 0)"
16106,NA,Cascade/Chute,NA,NA,10,374446,6354097,NA,NA,NA,NA,"c(13684.8589986781, 6381126.79476767, 0)"
17892,Falls,Cascade/Chute,TURNER CREEK,NA,10,374446,6354097,11,439404,5573242,2021-02-11,"c(13684.8589986781, 6381126.79476767, 0)"
33710,Beaver Dam,Rocks,BRIDGE CREEK,NA,9,610756,6294142,10,641716,5717666,2021-02-11,"c(-121222.143266884, 6339073.53799812, 0)"
33709,Beaver Dam,Rocks,BRIDGE CREEK,NA,9,610672,6294359,10,639792,5718406,2021-02-11,"c(-121267.127533166, 6339302.92685125, 0)"
33708,Beaver Dam,Rocks,BRIDGE CREEK,NA,9,610269,6294786,10,621939,5718887,2021-02-11,"c(-121590.768545078, 6339796.04630339, 0)"
20206,Falls,OTHER,HOLMDEN CREEK,NA,9,609018,6295911,10,507747,5469382,2021-02-11,"c(-122630.615643503, 6341128.51142767, 0)"
29245,Cascade,BEAVER DAM,NA,NA,11,414230,5489334,9,630802,6200699,2021-02-11,"c(414230.000016568, 5489333.99979317, 0)"
31252,Falls,OTHER,NA,NA,11,437959,5567257,9,543397,5844378,2021-02-11,"c(437959.00013459, 5567257.00021641, 0)"
16341,Beaver Dams,Log Jam,NA,NA,11,426557,5708204,9,620200,6009400,2021-02-11,"c(426557.000077593, 5708204.00006282, 0)"
23870,Cascade,Falls,NA,NA,11,405202,5752869,10,692209,5509541,2021-02-11,"c(405202.000366171, 5752868.99965158, 0)"
23780,Log jam,Velocity barrier,MOYIE RIVER,NA,11,405202,5752869,11,567211,5438647,2021-02-11,"c(405202.000366171, 5752868.99965158, 0)"
18063,Cascade/Chute,Falls,NA,NA,11,468842,5746702,9,577625,5625413,2021-02-11,"c(468842.00046028, 5746702.00008713, 0)"
17357,Culvert,Cascade/Chute,NA,NA,11,468842,5746702,10,630332,5561321,2021-02-11,"c(468842.00046028, 5746702.00008713, 0)"
17356,Log Jam,Falls,NA,NA,11,468842,5746702,10,684806,5519674,2021-02-11,"c(468842.00046028, 5746702.00008713, 0)"
31610,Cascade,Culvert,NA,NA,11,284030,5515171,10,574548,6070261,2021-02-11,"c(284029.999765662, 5515170.99992629, 0)"
16374,Falls,Cascade/Chute,GUISH CREEK,NA,11,284097,5515234,9,563100,6210200,2021-02-11,"c(284096.999535438, 5515233.99998197, 0)"
23821,BEAVER DAM,BEAVER DAM,NA,NA,11,356969,5468725,11,347500,5553887,2021-02-11,"c(356969.000004564, 5468724.99952532, 0)"
16999,Not Specified,Not Specified,PORCUPINE CREEK,DIVIDE CREEK,11,473893,5447939,11,487958,5456022,2021-02-11,"c(473893.000134043, 5447939.00029594, 0)"
15928,NA,Falls,NA,WREN CREEK,11,492774,5460407,NA,NA,NA,NA,"c(492774.000145681, 5460407.00021117, 0)"
17366,Beaver Dams,Falls,NA,WREN CREEK,11,491816,5461784,8,671573,6559970,2021-02-11,"c(491815.999630917, 5461783.99973106, 0)"
13900,NA,Culvert,NA,NA,11,611022,5442279,NA,NA,NA,NA,"c(611021.999900401, 5442278.99982279, 0)"
37347,Rocks,Rocks,HELL RAVING CREEK,NA,11,653049,5485240,10,363320,5725658,2021-02-11,"c(653049.000051718, 5485239.99952439, 0)"
17344,Cascade/Chute,Log Jam,NA,NA,11,666320,5509559,11,387498,5578377,2021-02-11,"c(666319.999749984, 5509559.00006833, 0)"
17899,Cascade/Chute,Cascade/Chute,MERO CREEK,NA,11,662148,5523877,9,616600,6191300,2021-02-11,"c(662148.00050861, 5523877.00042984, 0)"
36182,Rocks,Rocks,NA,FENWICK CREEK,11,597242,5590759,9,512518,6251094,2021-02-11,"c(597241.99959103, 5590758.99961083, 0)"
36181,Beaver Dam,Rocks,LITTLE BRIDGE CREEK,FENWICK CREEK,11,597241,5590759,10,618850,5723970,2021-02-11,"c(597241.0002551, 5590759.0001767, 0)"
36180,Rocks,Rocks,NA,FENWICK CREEK,11,597137,5590727,9,448969,6307603,2021-02-11,"c(597137.000095148, 5590726.99972404, 0)"
20829,Falls,Rock,PERRY CREEK,FENWICK CREEK,11,597184,5590773,11,572376,5488763,2021-02-11,"c(597184.000007605, 5590772.99957196, 0)"
21351,BEAVER DAM,Rock,LYON CREEK,FENWICK CREEK,11,597098,5590657,11,340158,5750136,2021-02-11,"c(597098.000018764, 5590657.00020883, 0)"
19980,Dam,Rock,ANNORE CREEK,FENWICK CREEK,11,597184,5590773,10,510321,5463364,2021-02-11,"c(597184.000007605, 5590772.99957196, 0)"
9479,NA,Falls,NA,NA,11,595369,5609031,NA,NA,NA,NA,"c(595369.0003814, 5609031.00001498, 0)"
5657,NA,Culvert,NA,YEARLING CREEK,11,585644,5608091,NA,NA,NA,NA,"c(585644.000311669, 5608090.99952322, 0)"
3090,Culvert,Cascade or Chute,NA,YEARLING CREEK,11,586889,5608911,11,475776,5485797,2021-02-11,"c(586889.000014406, 5608910.99989709, 0)"
37980,Rocks,Rocks,SAGE CREEK,NA,11,601787,5616025,11,692902,5446157,2021-02-11,"c(601786.999563703, 5616025.0000911, 0)"
37976,Falls,Falls,NA,NA,11,598045,5617313,10,380851,5535057,2021-02-11,"c(598045.000093462, 5617312.9999377, 0)"
37975,Rocks,Cascade,NA,NA,11,597719,5618125,10,661505,5962465,2021-02-11,"c(597718.999638345, 5618124.99985047, 0)"
20783,Persistent debris; present for several years,Rock,NA,NA,11,601696,5616021,9,689566,6133923,2021-02-11,"c(601695.999634493, 5616020.99995331, 0)"
20081,Canyon,Falls,DUTCH CREEK,NA,11,597979,5617394,11,567871,5564701,2021-02-11,"c(597979.000201505, 5617394.00025138, 0)"
19601,Cascade,Cascade,HILLIS CREEK,NA,11,597730,5617863,10,376575,5596222,2021-02-11,"c(597729.999817567, 5617863.00041345, 0)"
38468,Rocks,Cascade,LATHAM CREEK,SYMOND CREEK,11,556004,5649561,9,434870,6437437,2021-02-11,"c(556003.999714932, 5649560.9999083, 0)"
32855,Falls,Falls,NA,SYMOND CREEK,11,556025,5649022,10,318775,6185335,2021-02-11,"c(556024.999873564, 5649021.99965897, 0)"
29408,Falls,Cascade,NA,SYMOND CREEK,11,557371,5652974,9,597760,6049948,2021-02-11,"c(557371.000332134, 5652973.99980477, 0)"
29407,Falls,Cascade,NA,SYMOND CREEK,11,556005,5649011,9,597914,6049970,2021-02-11,"c(556005.000014772, 5649011.00014124, 0)"
21125,BEAVER DAM,Falls,NA,SYMOND CREEK,11,555977,5649055,10,515040,5981454,2021-02-11,"c(555976.999780396, 5649054.99996198, 0)"
24142,BEAVER DAM,Cascade,NA,SYMOND CREEK,11,555784,5650032,9,408458,6268597,2021-02-11,"c(555783.999824133, 5650032.00010011, 0)"
35151,Cascade,Falls,MOSQUITO CREEK,NA,9,451926,6025460,10,401903,5380192,2021-02-11,"c(-325350.654253424, 6100315.50728275, 0)"
